序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1069,HK1246,保集健康,保集健康控股有限公司,开曼群岛,--,--,329,2013-10-16,--,,建筑工程,从事地基业务、物业发展业务、投资证券及提供餐饮服务。
1070,HK1247,米格国际控股,米格国际控股有限公司,开曼群岛,10322.40,-6591.80,515,2014-01-15,--,,童装,设计、制造及销售童装产品。
1071,HK1249,通力电子,通力电子控股有限公司,开曼群岛,280219.50,8327.90,7697,2013-08-15,--,,消费电子,音视频产品的研发、生产和销售。
1072,HK1250,北控清洁能源集团,北控清洁能源集团有限公司,开曼群岛,389724.00,70800.90,1556,2013-07-05,--,,新能源,光伏发电站的投资、开发、建设、营运及管理、光伏发电相关业务以及风电相关业务；及于中国卷烟包装的设计、印刷及销售。
1073,HK1251,华油能源,华油能源集团有限公司,开曼群岛,54056.20,1755.80,3440,2011-12-23,--,,气油设备与服务,提供油田服务包括钻井、完井、油藏服务，以及从事油田服务相关产品的贸易及制造领域的配套业务。
1074,HK1252,中国天瑞水泥,中国天瑞集团水泥有限公司,--,430662.60,56528.60,8047,--,--,,--,挖掘石灰石，生产、销售及分销熟料及水泥业务。
1075,HK1253,中国绿地博大绿泽,中国绿地博大绿泽集团有限公司,开曼群岛,61763.20,6565.10,546,2014-07-21,--,,园林工程,专注于市政及城市层面的园林绿化项目，提供‘一站式’服务解决方案，包括设计及规划、设计完善、建设、苗木培育及养护。
1076,HK1255,港大零售,港大零售国际控股有限公司,开曼群岛,17652.80,-41.80,381,2013-07-11,--,,鞋类,买卖鞋类产品。
1077,HK1257,中国光大绿色环保,中国光大绿色环保有限公司,开曼群岛,315290.70,64797.70,1800,2017-05-08,--,,新能源,提供环保服务，专注于生物质及危废处置行业。
1078,HK1258,中国有色矿业,中国有色矿业有限公司,香港,--,--,5598,2012-06-29,--,,铜,勘探、采矿、选矿、湿法冶炼、火法冶炼及销售阴极铜、粗铜及硫酸。
1079,HK1259,中国儿童护理,中国儿童护理有限公司,开曼群岛,26605.50,-4791.10,2242,2011-07-15,--,,化妆品,制造及销售个人护理产品、买卖商品、放贷、经营网上平台及投资控股。
1080,HK1260,皓天财经集团,皓天财经集团控股有限公司,开曼群岛,--,--,304,2012-03-30,--,,传媒广告,提供财经公关服务及筹办及协调国际路演服务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1081,HK1262,蜡笔小新食品,蜡笔小新休闲食品集团有限公司,百慕达,28588.30,-5269.30,2065,2011-12-09,--,,休闲食品,在中国生产及销售果冻产品、甜食产品、饮料产品及其他休闲食品。
1082,HK1263,栢能集团,栢能集团有限公司,开曼群岛,553838.10,33978.50,3376,2012-01-12,--,,计算机设备,设计、开发及制造供桌面电脑使用之图像显示卡、电子制造服务，以及制造及买卖其他个人电脑相关产品及零件。
1083,HK1265,天津津燃公用,天津津燃公用事业股份有限公司,中国天津市,76033.71,2251.68,884,2004-01-09,--,,燃气,燃气管道设施管理、燃气及有关炉具的销售业务。
1084,HK1266,西王特钢,西王特钢有限公司,香港,595587.90,56865.30,3907,2012-02-23,--,,钢铁,制造特钢，产品包括主要用于建筑及基建项目的普通钢产品，以及特钢产品，亦从事主要为铁矿石贸易的商品贸易业务。
1085,HK1268,美东汽车,中国美东汽车控股有限公司,开曼群岛,434674.60,16064.50,3030,2013-12-05,--,,汽车经销,在中国从事特定品牌的汽车生产商授权的汽车经销业务，包括销售新车、零件、服务及调查。
1086,HK1269,首控集团,中国首控集团有限公司,开曼群岛,101692.60,-31971.60,3799,2011-11-23,--,,汽车零部件,销售汽车减振器、提供金融及顾问服务以及提供教育服务。
1087,HK1270,朗廷-SS,朗廷酒店投资有限公司,开曼群岛,28463.70,67947.80,1297,--,--,,--,拥有及经营酒店。
1088,HK1271,佳明集团控股,佳明集团控股有限公司,开曼群岛,--,--,204,2013-08-09,--,,房屋建筑,楼宇建筑，物业租赁及物业发展。
1089,HK1272,大唐环境,大唐环境产业集团股份有限公司,中国北京市,266853.00,30440.00,1147,2016-11-15,--,,环保工程,发展环保节能业务。
1090,HK1273,香港信贷,香港信贷集团有限公司,开曼群岛,--,--,43,2013-10-02,--,,信贷,于香港提供物业按揭贷款的放债业务。
1091,HK1277,力量能源,力量矿业能源有限公司,开曼群岛,115037.90,39944.90,680,2012-03-23,--,,煤炭,采掘及销售煤炭产品。
1092,HK1278,中国新城镇,中国新城镇发展有限公司,英属维京群岛,14819.70,-4043.90,161,2010-10-22,--,,房地产,规划及开发大规模新城镇。
1093,HK1280,汇银智慧社区,汇银智慧社区有限公司,开曼群岛,--,--,1285,2010-03-25,--,,家电,在中国从事零售及家电批量分销销售；以及电子商务及进口商品业务。
1094,HK1281,隆基泰和智慧能源,隆基泰和智慧能源控股有限公司,开曼群岛,43869.20,8132.10,353,2012-01-12,--,,建筑材料,提供智慧能源解决方案及开发光伏太阳能电站。
1095,HK1282,中国金洋,中国金洋集团有限公司,开曼群岛,91402.10,26347.00,540,2010-12-15,--,,计算机设备,自动化相关设备贸易并提供相关服务、金融服务、制造一系列高科技及新能源产品及证券投资。
1096,HK1285,嘉士利集团,嘉士利集团有限公司,开曼群岛,63425.60,4343.90,2371,2014-09-25,--,,休闲食品,于中国制造及销售饼干。
1097,HK1288,农业银行,中国农业银行股份有限公司,中国北京市,--,11597600.00,489455,2010-07-16,--,,银行,提供银行及相关金融服务
1098,HK1289,盛力达科技,无锡盛力达科技股份有限公司,中国江苏省,10470.00,4571.40,144,2014-11-11,--,,电子元器件,提供制造钢丝制品的生产线的研发、设计、制造、设备供应、安装、调试及维修保养服务。
1099,HK1290,中国汇融,中国汇融金融控股有限公司,开曼群岛,--,3169.00,158,2013-10-28,--,,信贷,在中国提供综合性金融服务。
1100,HK1292,长安民生物流,重庆长安民生物流股份有限公司,中国重庆市,265358.80,6589.10,7948,2006-02-23,--,,物流,提供整车运输服务，汽车原材料及零部件供应链管理服务，非汽车商品的运输服务，包装材料的销售以及轮胎分装。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1101,HK1293,广汇宝信,广汇宝信汽车集团有限公司,开曼群岛,1698179.80,36216.40,7371,2011-12-14,--,,汽车经销,汽车销售及服务。
1102,HK1296,国电科环,国电科技环保集团股份有限公司,中国北京市,462686.50,-7184.40,7208,2011-12-30,--,,环保工程,环保及节能解决方案以及可再生能源设备制造及解决方案。
1103,HK1297,中国擎天软件,中国擎天软件科技集团有限公司,开曼群岛,28654.40,11007.60,647,2013-07-09,--,,信息化服务,软件开发、系统集成、销售相关电脑产品及提供其他相关服务。
1104,HK1298,天美,天美(控股)有限公司,百慕达,--,--,869,2011-12-21,--,,医疗器械,制造及分销应用于广泛化学分析及生命科学用途的分析仪器、生命科学设备及实验室仪器。
1105,HK1299,友邦保险,友邦保险控股有限公司,香港,--,--,20000,2010-10-29,--,,保险,提供个人和商业客户之保险、保障、储蓄、投资和退休需求的产品及服务。
1106,HK1300,俊知集团,俊知集团有限公司,开曼群岛,168213.40,16623.80,1000,2012-03-19,--,,通信设备,制造及销售移动通信及电信设备用的馈线系列、阻燃软电缆系列、光缆系列及相关产品。
1107,HK1301,德基科技控股,德基科技控股有限公司,开曼群岛,17304.30,-3482.60,430,2015-05-27,--,,重型机械,研发、设计、制造和销售沥青混合料搅拌设备并向于中国及海外的客户提供一站式定制解决方案。
1108,HK1302,先健科技,先健科技公司,开曼群岛,24687.90,6746.30,564,2011-11-10,--,,医疗器械,发展、制造及营销心血管及周边血管疾病及紊乱所用先进微创介入的医疗器械。
1109,HK1303,汇力资源,汇力资源(集团)有限公司,开曼群岛,--,--,54,2012-01-12,--,,其他金属矿物,于中国从事采矿、选矿及销售镍、铜、铅及锌产品以及融资租赁业务。
1110,HK1305,伟志控股,伟志控股有限公司,开曼群岛,144508.00,1692.90,2223,2014-11-18,--,,电子元器件,制造LED产品，专注按OEM及ODM之基准生产LED背光及LED照明产品。
1111,HK1308,海丰国际,海丰国际控股有限公司,开曼群岛,--,--,1188,2010-10-06,--,,港口运输,提供海运服务、海运的航运代理服务、堆场及仓储服务及相关服务。
1112,HK1310,香港宽频,香港宽频有限公司,开曼群岛,--,--,2888,2015-03-12,--,,通信服务,在香港供应光纤高速宽频住宅服务，向住宅及企业市场提供电讯服务组合，包括宽频、Wi-Fi热点、通讯、娱乐及云端服务。
1113,HK1312,同方康泰,同方康泰产业集团有限公司,开曼群岛,114283.10,2104.40,2174,2012-01-18,--,,水泥,水泥及熟料生产和销售、水泥买卖以及提供技术服务；制造及销售处方药及实验室相关产品。
1114,HK1313,华润水泥控股,华润水泥控股有限公司,开曼群岛,1851386.90,402788.30,20592,2009-10-06,--,,水泥,水泥、混凝土及相关产品生产及销售及服务。
1115,HK1314,翠华控股,翠华控股有限公司,开曼群岛,--,--,4292,2012-11-26,--,,餐饮,于香港及中国以连锁港式餐厅提供餐饮服务。
1116,HK1315,允升国际,允升国际控股有限公司,开曼群岛,--,--,261,2012-01-18,--,,建筑装饰,提供楼宇建造服务、物业维修保养服务、改建、翻新、改善工程及室内装修工程服务；物业发展及提供管理及顾问服务；商品及相关机械贸易。
1117,HK1316,耐世特,耐世特汽车系统集团有限公司,开曼群岛,--,--,13600,2013-10-07,--,,汽车零部件,为汽车制造商及其他汽车相关公司设计及制造转向及动力传动系统以及零部件业务。
1118,HK1317,枫叶教育,中国枫叶教育集团有限公司,开曼群岛,--,--,4513,2014-11-28,--,,教育,中国的国际高中办学团体及国际学校办学团体。
1119,HK1318,格菱控股,格菱控股有限公司,开曼群岛,--,--,719,2009-11-06,--,,环保工程,生产及销售热交换产品、风力发电塔筒、开采及买卖砂金及提供余热发电服务。
1120,HK1319,霭华押业信贷,霭华押业信贷控股有限公司,开曼群岛,--,--,48,2013-03-12,--,,信贷,提供短期有抵押融资，包括典当贷款及按揭抵押贷款。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1121,HK1321,中国新城市,中国新城市商业发展有限公司,开曼群岛,51686.40,-7073.50,1050,2014-07-10,--,,房地产,商业地产开发、租赁及酒店运营。
1122,HK1322,创达科技控股,创达科技控股有限公司,开曼群岛,--,--,91,2012-04-13,--,,电子元器件,提供精密工程解决方案、机床制造及分销以及组件制造及分销。
1123,HK1323,Newtree Group,友川集团控股有限公司,开曼群岛,--,--,84,2011-01-13,--,,综合,销售家居消耗品、买卖煤炭、数码技术应用开发、提供教育技术解决方案、及提供放债服务。
1124,HK1326,天马影视,天马影视文化控股有限公司,开曼群岛,27464.00,-19005.10,140,2012-10-31,--,,影视,电影及电视剧制作、发行及授出电影发行权使用许可、电影放映、后期制作以及广告、市场推广及出版。
1125,HK1327,时间由你,时间由你国际控股有限公司,开曼群岛,8346.30,-2103.20,477,2015-01-30,--,,钟表,从事自主品牌手表、OEM手表以及第三方手表制造及销售。
1126,HK1328,精英国际,精英国际有限公司,开曼群岛,19750.10,-1408.60,3574,2007-10-16,--,,其他服务,向各种服务性行业公司提供客户呼入服务及呼出服务，研发、生产及销售射频用户识别模组RF-SIM产品，分授RF-SIM经营权之业务。
1127,HK1329,首创钜大,首创钜大有限公司,开曼群岛,39123.60,1244.90,832,2012-04-02,--,,房地产,于中国从事奥特莱斯综合体物业、商用物业开发及营运。
1128,HK1330,绿色动力环保,绿色动力环保集团股份有限公司,中国深圳市,50133.12,16810.52,1441,2014-06-19,--,,新能源,从事生活垃圾焚烧发电厂的投资、建设、运营、维护、技术顾问业务
1129,HK1332,中国透云,中国透云科技集团有限公司,百慕达,16218.20,-8310.00,1220,2012-07-12,--,,包装印刷,包装产品及销售点陈列用品的设计、研发、生产及销售。
1130,HK1333,中国忠旺,中国忠旺控股有限公司,开曼群岛,932940.10,126618.20,29593,2009-05-08,--,,铝,生产和销售铝制品。
1131,HK1335,顺泰控股,顺泰控股集团有限公司,开曼群岛,20967.80,462.80,373,2012-07-13,--,,包装印刷,产销聚丙烯双向拉伸薄膜、销售加工香烟薄膜、物业发展及相关服务、光伏发电及云业务。
1132,HK1336,新华保险,新华人寿保险股份有限公司,中国北京市,--,580000.00,41044,2011-12-15,--,,保险,"寿险业务,资产管理业务"
1133,HK1337,雷蛇,雷蛇,--,--,--,748,--,--,,--,提供结合游戏硬件、软件及服务的一体化组合。
